a: ə; e
abalone: ,æbə'loni
neutralize: 'nju:trəlaiz
neutron: 'nʊtrɑn
nevada: nə'vædə
never: ˈnevə(r)
nevertheless: nevəðə'les
nevus: 'ni:vəs
new: njuː; (US) nuː
newberry: nˈubˌɛri
newborn: 'nubɔrn
newcomer: 'nukʌmɚ
newly: 'nuli
news: njuːz; (US) nuːz
newscast: 'njʊzkæst
newsletter: 'njuːzletə(r)
newspaper: njuːzˈpeɪpə(r); (US) nuːzˈpeɪpə(r)
newsprint: 'nuzprɪnt
newsstand: 'njʊz,stænd
newsworthy: 'nuzwɝði
next: nekst
nexus: 'nɛksəs
nibble: 'nɪb(ə)l
nice: naɪs
nicety: 'naɪsɪtɪ
niche: niʃ
nick: nɪk
nickel: 'nɪk(ə)l
nickname: 'nɪk'nem
nicotine: 'nɪkətɪn
niece: niːs
niggardly: 'nɪɡɚdli
niggle: 'nɪgl
night: naɪt
nightmare: 'naɪtmeə
nighttime: 'naɪt,taɪm
nihilism: 'naɪɪlɪzəm
nil: nɪl
nile: naɪl
nimble: 'nɪmbl
nine: naɪn
nineteen: naɪnˈtiːn
nineteenth: 'naɪn'tinθ
ninety: ˈnaɪntɪ
ninth: naɪnθ
nitinol: 'nitinɔl
nitrate: 'naɪtret
nitric: 'naɪtrɪk
nitrogen: 'naɪtrədʒ(ə)n
no: nəʊ
nobility: nə(ʊ)'bɪlɪtɪ
noble: 'nobl
nobody: ˈnəʊbədɪ
nocturnal: nɒk'tɜːnl
nod: nɔd
nodule: 'nɑdʒul
noise: nɔɪz
noisily: 'nɔɪzɪlɪ
noisome: 'nɔɪsəm
noisy: ˈnɔɪzɪ
nomad: 'nomæd
nomadic: nəu'mædik, nɔ-
nomadism: 'nəumædizəm, 'nɔ-
nominal: 'nɒmɪn(ə)l
nominate: 'nɒmɪneɪt
nominee: nɒmɪ'niː
non-stop: 'nɔn'stɔp
nonagricultural: nˌɑnˌæɡrɪkˈʌltʃɚəl
nonchalant: ,nɑnʃə'lɑnt
nonconformist: ,nɑnkən'fɔrmɪst
nonconformity: ,nɑnkən'fɔrmɪti
nondescript: 'nɑndɪskrɪpt
none: nʌn
nonelectronic: 'nɔnilek'trɔnik
nonessential: ,nɔni'senʃəl
nonetheless: 'nʌnðə'lɛs
nonfiction: ,nɑn'fɪkʃən
nonfunctional: ˌnɑːnˈfʌŋkʃənəl
nonhuman: nɑnhjˈumən
nonliving: nɒn'lɪvɪŋ
nonnative: nˈɑnˈeɪtɪv
nonplus: ,nɔn'plʌs, 'nɔnplʌs
nonporous: ˌnɑːn'pɔːrəs
nonproductive: ,nɑnprə'dʌktɪv
nonself: 'nɔn'self
nonsense: 'nɑnsɛns
nonstop: nɑn'stɑp
nonthreatening: nɑːn'θretnɪŋ
nontraditional: ,nɔntrə'diʃənəl
nonverbal: ,nɑn'vɝbl
noodle: ˈnuːd(ə)l
noon: nuːn
nor: nɔː(r)
nordic: 'nɔːdɪk
norm: nɔːm
normal: ˈnɔːm(ə)l
normalization: nɔrmləˈzeʃən
normally: 'nɔrmli
norman: 'nɔrmən
north: nɔːθ
northeast: nɔ:θ'i:st
northeastern: ,nɔrθ'istɚn
northern: ˈnɔːð(ə)n
northerner: 'nɔrðənɚ
northward: 'nɔrθwɚdz
northwards: 'nɔrθwɚdz
northwest: nɔ:θ'west
norway: 'nɔrweɪ
norwegian: nɔ:'wi:dʒən
nose: nəʊz
nostalgia: nɒ'stældʒə
nostalgic: nɒ'stældʒɪk
nostril: 'nɑstrəl
nosy: 'nozi
not: nɔt
notable: 'nəʊtəb(ə)l
notably: 'notəbli
notary: 'nəʊt(ə)rɪ
notate: 'noutɪt
notation: nəʊ'teɪʃ(ə)n
notch: nɒtʃ
note: nəʊt
notebook: ˈnəʊtbʊk
noted: 'notɪd
noteworthy: 'notwɝði
nothing: ˈnʌθɪŋ
notice: ˈnəʊtɪs
noticeable: 'nəutɪsəbl
noticeably: 'notɪsəbli
notification: 'notəfə'keʃən
notify: 'nəʊtɪfaɪ
notion: 'nəʊʃ(ə)n
notoriety: ˌnəutə'raɪəti
notorious: nə(ʊ)'tɔːrɪəs
notoriously: noˈtɔːriəsli
notwithstanding: ,nɑtwɪθ'stændɪŋ
nought: nɔt
noun: naʊn
nourish: 'nʌrɪʃ
nourishment: 'nʌrɪʃm(ə)nt
nouveau: nu:'vəu
novel: ˈnɔv(ə)l
novelist: 'nɑvlɪst
novelty: 'nɒv(ə)ltɪ
november: nəʊˈvembə(r)
novice: 'nɒvɪs
now: naʊ
nowadays: 'naʊədez
nowcasting: ˈnaʊˌkæstɪŋ
nowhere: ˈnəʊweə(r); (US) ˈnəʊhweər
noxious: 'nɒkʃəs
nozzle: 'nɑzl
nss: ˌɛn ɛs ˈɛs
nuance: 'njuːɑːns
nuclear: 'njuːklɪə(r)
nuclei: 'njʊklɪ,ai
nucleic: nu'kliɪk
nucleon: 'nʊklɪɑn
nucleus: 'njuːklɪəs
nude: nud
nugatory: 'nju:ɡətəri
nuisance: 'njuːs(ə)ns
null: nʌl
nullify: 'nʌlɪfaɪ
numb: nʌm
number: ˈnʌmbə(r)
numeral: 'numərəl
numerate: 'njuːm(ə)rət
numeration: ,njʊmə'reʃən
numerator: 'numəretɚ
numeric: nuː'merɪk
numerical: njuː'merɪk(ə)l
numerous: 'njuːm(ə)rəs
nun: nʌn
nurse: nəːs
nursery: 'nɜːs(ə)rɪ
nursing: 'nɝsɪŋ
nurture: 'nɜːtʃə
nut: nʌt
nutrient: 'njuːtriənt
nutriment: 'njʊtrəmənt
nutrition: njʊ'trɪʃ(ə)n
nutritional: nju'trɪʃənl
nutritionally: nutrˈɪʃənəli
nutritionist: nu'trɪʃənɪst
nutritious: nju'trɪʃəs
nutritive: 'njʊtrətɪv
nylon: 'naɪlɒn
nystatin: 'nistətin, nis'tætin
oak: əuk
oakland: 'əuklənd
oar: ɔː
oasis: əʊ'eɪsɪs
oat: ot
oath: əʊθ
obdurate: 'ɑbdərət
obedience: ə'bidjəns
obedient: ə'biːdɪənt
obese: o'bis
obesity: o'bisəti
obey: əˈbeɪ
obfuscate: 'ɑbfʌsket
obituary: o'bɪtʃuɛri
object: ˈɔbdʒɪkt
objectify: əb'dʒektɪfaɪ
objection: əb'dʒekʃ(ə)n
objective: əb'dʒektɪv
objectively: əbˈdʒɛktɪvlɪ
obligate: 'ɑblɪ,ɡeɪt
obligation: ɒblɪ'geɪʃ(ə)n
obligatory: ə'blɪgət(ə)rɪ
oblige: ə'blaɪdʒ
obliging: ə'blaɪdʒɪŋ
oblique: ə'bliːk
obliterate: ə'blɪtə'ret
oblivion: ə'bliviən, ɔ-
oblivious: ə'blɪvɪəs
oblong: 'ɒblɒŋ
obnoxious: əb'nɒkʃəs
obscene: əb'siːn
obscure: əb'skjʊə
obscurity: əb'skjuərəti
obsequies: 'ɑbsəkwɪz
obsequious: əb'sikwɪəs
observance: əb'zɜːv(ə)ns
observation: ˌɒbzə'veɪʃn
observatory: əb'zɜːvət(ə)rɪ
observe: əb'zɜːv
observer: əb'zɝvɚ
obsess: əb'ses
obsession: əb'seʃ(ə)n
obsidian: əb'sɪdɪən
obsolescent: ,ɑbsə'lɛsnt
obsolete: 'ɒbsəliːt
obstacle: 'ɒbstək(ə)l
obstinate: 'ɒbstɪnət
obstreperous: əb'strɛpərəs
obstruct: əb'strʌkt
obstruction: əb'strʌkʃən, ɔb-
obtain: əb'teɪn
obtrude: əb'tru:d, ɔb-
obtrusive: əb'trusɪv
obtuse: əbˈtus
obviate: 'ɑbvɪet
obvious: 'ɒbvɪəs
obviously: 'ɑbvɪəsli
occasion: ə'keɪʒ(ə)n
occasional: ə'keɪʒənl
occasionally: o'keʒənəli
occlude: ə'klud
occult: ə'kʌlt
occupancy: 'ɑkjəpənsi
occupant: 'ɑkəpənt
occupation: ˌɒkju'peɪʃn
occupational: ,ɑkju'peʃənl
occupy: 'ɒkjʊpaɪ
occur: ə'kɜː
occurrence: ə'kʌr(ə)ns
ocean: ˈəʊʃ(ə)n
oceania: ,oʃɪ'ænɪə
oceanic: 'oʃɪ'ænɪk
oceanographer: ,oʃɪə'nɑgrəfɚ
oceanographic: ,əuʃiənəu'ɡræfik
oceanography: ,oʃə'nɑɡrəfi
ocher: 'okɚ
octagon: 'ɑktəɡɑn
october: ɔkˈtəʊbə(r)
octopus: 'ɑktəpəs
ocular: 'ɑkjəlɚ
odd: ɒd
odds: ɒdz
odious: 'odɪəs
odor: 'əʊdə
odoriferous: ,odə'rɪfərəs
odorous: 'odərəs
odour: 'əudə(r)
odyssey: 'ɔdisi
of: ɔv, əv; (US) ˈɔf
off: ɔːf
offence: ə'fens
offend: ə'fend
offense: ə'fɛns
offensive: ə'fensɪv
offer: ˈɔfə(r)
offering: 'ɔfərɪŋ
office: ˈɔfɪs
officeholder: 'ɔfɪs,holdɚ
officer: 'ɔfɪsɚ
official: əˈfɪʃəl; oʊˈfɪʃəl
officially: ə'fɪʃəli
officious: ə'fɪʃəs
offset: 'ɒfset
offshoot: 'ɔfʃut
offshore: 'ɒfʃɔː; ɒf'ʃɔː
offspring: 'ɒfsprɪŋ
oft: ɔft
often: ˈɔf(ə)n; (US) ˈɔːfn
ogallala: ˌoʊɡəˈlɑːlə
ogle: 'oɡl
oh: əʊ
ohio: əu'haiəu
ohm: om
oil: ɔɪl
oilfield: 'ɔɪlfild
oilskin: 'ɔɪlskɪn
oily: 'ɔɪli
ok: əʊˈkeɪ
okay: ,o'kɛi
oklahoma: ,əuklə'həumə
old: əʊld
olfactory: ɑl'fæktəri
olive: 'ɑlɪv
oliver: 'ɑləvɚ
omelette: 'ɒmlət
omen: 'əʊmən
ominous: 'ɒmɪnəs
omission: ə'mɪʃən
omit: ə(ʊ)'mɪt
omnibus: 'ɑmnɪbəs
omnipotent: ɑm'nɪpətənt
omnipresent: ,ɑmnɪ'prɛznt
omniscient: ɑm'nɪsɪənt
omnivore: 'ɑmnɪvɔr
omnivorous: ɑm'nɪvərəs
on: ɔn
once: wʌns
oncoming: 'ɒnkʌmɪŋ
one: wʌn
oneness: 'wʌnnəs
onerous: 'ɑnərəs
oneself: wʌnˈself
onetime: wˈʌntˈaɪm
ongoing: 'ɒngəʊɪŋ
onion: ˈʌnjən
online: 'ɑn'laɪn
onlooker: 'ɒnlʊkə
only: ˈəʊnlɪ
onrush: 'ɔn'rʌʃ
onrushing: 'ɑn,rʌʃɪŋ
onset: 'ɒnset
onslaught: 'ɒnslɔːt
onstage: 'ɔn'stedʒ
ontario: ɔn'tεəriəu
onto: ˈɔntʊ
onus: 'onəs
onward: 'ɑnwɚd
onwards: 'ɒnwədz
ooze: uz
opal: 'opl
opaque: ə(ʊ)'peɪk
open: ˈəʊpən
opener: 'opnɚ
opening: 'əʊp(ə)nɪŋ
openly: 'opənli
opera: ˈɔpərə
operant: 'ɑpərənt
operate: ˈɔpəreɪt
operation: ,ɑpə'reʃən
operational: ˌɒpə'reɪʃənl
operator: 'ɑpəretɚ
opinion: əˈpɪnjən
opium: 'opɪəm
opponent: ə'pəʊnənt
opportune: ˌɔpə'tun
opportunist: ,ɑpɚ'tunɪst
opportunistic: ,ɑpɚtu'nɪstɪk
opportunity: ɒpə'tjuːnɪtɪ
oppose: ə'pəʊz
opposed: ə'pozd
opposite: 'ɒpəzɪt; -sɪt
oppositely: 'ɔpəzitli
opposition: 'ɑpə'zɪʃən
oppress: ə'pres
oppressive: ə'prɛsɪv
opprobrium: ə'probrɪəm
opt: ɒpt
optic: 'ɒptɪk
optical: 'ɒptɪk(ə)l
optics: 'ɑptɪks
optimal: 'ɑptəml
optimism: 'ɒptɪmɪz(ə)m
optimistic: ˌɒptɪ'mɪstɪk
optimization: ,ɑptəmɪ'zeʃən
optimize: 'ɑptɪmaɪz
optimum: 'ɒptɪməm
option: 'ɒpʃ(ə)n
optional: 'ɒpʃ(ə)n(ə)l
optometrist: ɒp'tɒmətrɪst
opulence: 'ɒpjələns
opulent: 'ɒpjələnt
or: ə(r), ɔː(r)
oral: 'ɔrəl
orange: ˈɔrɪndʒ; (US) ˈɔːr-
oration: ɔ'reʃən
orator: 'ɔrətɚ
oratorio: ,ɔrə'tɔrɪo
oratory: 'ɔrətɔri
orbit: 'ɔːbɪt
orbital: 'ɔrbɪtl
orchard: 'ɔːtʃəd
orchestra: 'ɔːkɪstrə
orchestral: ɔr'kɛstrəl
orchid: 'ɔrkɪd
ordeal: ɔː'diːəl
order: ˈɔːdə(r)
orderly: 'ɔːd(ə)lɪ
ordinal: 'ɔrdənl
ordinance: 'ɔrdnəns
ordinarily: ,ɔrdn'ɛrəli
ordinary: ˈɔːdɪnərɪ; (US) ˈɔːrdənerɪ
ordinate: 'ɔrdɪnət
ordnance: 'ɔrdnəns
ore: ɔː
oregon: 'ɔriɡən; -ɡɔn
organ: 'ɔːg(ə)n
organelle: ,ɔrgə'nɛl
organic: ɔː'gænɪk
organically: ɔrɡˈænɪkli
organisation: ɔrɡənəˈzeʃən
organise: 'ɔrgə,naɪz
organiser: 'ɔ:gənaizə
organism: 'ɔːg(ə)nɪz(ə)m
organization: ,ɔrɡənə'zeʃən
organizational: ˌɔːrɡənəˈzeɪʃənl
organize: 'ɔːgənaɪz
orient: 'orɪənt
oriental: ɔːrɪ'ent(ə)l; ɒr-
orientate: 'ɔːrɪənteɪt; 'ɒr-
orientation: ˌɔːrien'teɪʃn
orifice: 'ɔrɪfɪs
origin: 'ɒrɪdʒɪn
original: ə'rɪdʒɪn(ə)l; ɒ-
originality: ə'rɪdʒə'næləti
originally: ə'rɪdʒənəli
originate: ə'rɪdʒɪneɪt; ɒ-
originator: ə'rɪdʒənətɚ
orleans: ˈɔrliənz
ornament: 'ɔːnəm(ə)nt
ornamental: ˌɔːnə'mentl
ornamentation: ,ɔrnəmɛn'teʃən
ornate: ɔr'net
ornithology: ,ɔrnɪ'θɑlədʒi
orogeny: ɔ'rɑdʒəni
orphan: 'ɔrfn
orphanage: 'ɔrfənɪdʒ
orthodox: 'ɔːθədɒks
orthodoxy: 'ɔrθədɑksi
orthopteran: ɔr'θɑptərən
oscillate: 'ɒsɪleɪt
osmosis: ɔz'məusis, ɔs-
osprey: 'ɑspre
ossify: 'ɑsɪfaɪ
ostensible: ɒ'stensɪb(ə)l
ostentation: ,ɒsten'teɪʃ(ə)n
ostentatious: ,ɑstɛn'teʃəs
ostracize: 'ɑstrəsaɪz
ostrich: 'ɔstrɪtʃ
other: ˈʌðə(r)
otherwise: 'ʌðəwaɪz
ottawa: 'ɑtəwə
otter: 'ɑtɚ
ouch: aʊtʃ
ought: ɔt
ounce: auns
our: ˈaʊə(r)
ours: ˈaʊəz
ourselves: aʊəˈselvz
oust: aʊst
out: aʊt
outbreak: 'aʊtbreɪk
outbuilding: 'aʊt'bɪldɪŋ
outburst: 'aʊtbɝst
outcast: 'aʊtkɑːst
outcome: 'aʊtkʌm
outcrop: 'autkrɔp, ,aut'krɔp
outcry: 'aʊtkraɪ
outdated: aʊt'deɪtɪd
outdo: aʊt'duː
outdoor: 'aʊt'dɔr
outdoors: aʊtˈdɔːz
outer: 'aʊtɚ
outermost: 'aʊtɚ'most
outfit: 'aʊtfɪt
outflow: 'aʊtflo
outgas: aʊt'gæs
outgassing: ˈaʊtˌɡæsɪŋ
outgoing: 'aʊt'goɪŋ
outing: 'aʊtɪŋ
outlandish: aʊt'lændɪʃ
outlast: ,aʊt'læst
outlaw: 'aʊtlɔː
outlet: 'aʊtlet
outline: 'aʊtlaɪn
outlive: ,aʊt'lɪv
outlook: 'autluk
outlying: 'aʊtlaɪɪŋ
outnumber: 'aʊt'nʌmbɚ
outperform: ,aʊtpɚ'fɔrm
outpost: 'autpəust
outpouring: 'aʊtpɔrɪŋ
output: 'aʊtpʊt
outrage: 'aʊtredʒ
outrageous: aʊt'reɪdʒəs
outrageously: aut'reidʒəsli
outrigger: 'aʊt'rɪgɚ
outright: aʊt'raɪt
outsell: ˌaut'sel
outset: 'aʊtset
outside: aʊtˈsaɪd
outsider: 'aʊt'saɪdɚ
outskirt: 'aʊt,skɝt
outskirts: 'aʊtskɜːts
outsource: 'aʊtsɔrs
outspoken: aʊt'spəʊk(ə)n
outstanding: 'aʊt'stændɪŋ
outstretch: ,aut'stretʃ
outstrip: aʊt'strɪp
outward: 'autwəd
outwards: 'aʊtwɚdz
outwash: 'aʊtwɑʃ
outweigh: aʊt'weɪ
outwit: ,aʊt'wɪt
outwork: 'aʊtwɝk
oval: 'əʊv(ə)l
ovation: ə(ʊ)'veɪʃ(ə)n
oven: 'ʌvn
over: ˈəʊvə(r)
overact: 'ovɚ'ækt
overall: 'əʊvərɔːl
overbalance: ,ovɚ'bæləns
overburden: əʊvə'bɜːd(ə)n
overcast: ,ovɚ'kæst
overcharge: ,ovɚ'tʃɑrdʒ
overcoat: ˈəʊvəkəʊt
overcome: əʊvə'kʌm
overconfident: ˌouvər'kɑːnfɪdənt
overcrowd: ,əuvə'kraud
overcultivation: ˌoʊvərkʌltɪˈveɪʃən
overdose: 'ovɚdos
overdraft: 'əuvədrɑːft
overdue: əʊvə'djuː
overestimate: ˌəuvər'estɪmeɪt
overexcited: ˌəʊvərɪkˈsaɪtɪd
overexploit: ˌəuvərɪk'splɔɪt
overexploitation: 'əuvə,reksplɔi'teiʃən
overfill: 'əuvəˌfɪl
overflow: əʊvə'fləʊ
overgeneralize: ˌoʊvərˈdʒɛnərəlaɪz
overgraze: 'əuvəgreɪz
overgrow: 'ovɚ,gro
overhang: ,ovɚ'hæŋ
overhaul: əʊvə'hɔːl
overhead: əʊvə'hed
overhear: əʊvə'hɪə
overheat: ,ovɚ'hit
overirrigation: ˌoʊvərˌɪrəˈɡeɪʃən
overkill: 'ovɚkɪl
overland: 'ovɚlænd
overlap: əʊvə'læp
overlapping: ˌəuvə'læpɪŋ
overleap: ,ovɚ'lip
overlie: ˌəuvə'laɪ
overload: ,ovɚ'lod
overlook: əʊvə'lʊk
overlord: 'ovɚlɔrd
overly: 'ovɚli
overnight: 'ovənaɪt
overpass: 'ovɚpæs
overpower: 'ovɚ'paʊɚ
overprint: 'ovəprɪnt
overproduction: ˈoʊvɚprədˈʌkʃən
overrate: ˌəuvə'reɪt
override: əʊvə'raɪd
overrun: əʊvə'rʌn
oversea: 'ovɚ'si
overseas: ˌəuvə'siːz
oversee: əʊvə'siː
overshadow: ˌəuvə'ʃædəu
oversight: 'ovɚsaɪt
oversleep: ovə'slip
overstate: ,ovɚ'stet
overstride: 'ovəstraɪd
overt: əʊ'vɜːt; 'əʊvət
overtake: əʊvə'teɪk
overtax: 'ovɚ'tæks
overthrow: əʊvə'θrəʊ
overtime: ,ovə'taɪm
overtone: 'ovɚ'ton
overture: 'əʊvətj(ʊ)ə
overturn: 'ovətɝn
overview: 'əuvəvjuː
overweight: ˌəuvə'weɪt
overwhelm: əʊvə'welm
overwhelming: ,ovɚ'wɛlmɪŋ
overwhelmingly: ,ovɚ'hwɛlmɪŋli
overwork: ˌəuvə'wɜːk
overwrought: əʊvə'rɔːt
ovum: 'ovəm
owe: əʊ
owing: 'oɪŋ
owl: aul
own: əʊn
owner: ˈəʊnə(r)
ownership: 'əʊnəʃɪp
ox: ɑks
oxfordshire: 'ɔksfədʃiə
oxide: 'ɒksaɪd
oxidizable: 'ɔksidaizəbl
oxidize: 'ɑksə'daɪz
oxidizer: 'ɔksiˌdaizə
oxygen: 'ɒksɪdʒən
oyster: 'ɔɪstɚ
oystercatcher: 'ɔɪstɚkætʃɚ
ozone: 'əuzəun
pace: peɪs
pacific: pəˈsɪfɪk
pacifier: 'pæsɪfaɪɚ
pacify: 'pæsɪfaɪ
pack: pæk
package: 'pækɪdʒ
packed: pækt
packer: 'pækɚ
packet: ˈpækɪt
pact: pækt
pad: pæd
paddle: 'pæd(ə)l
page: peɪdʒ
pageant: 'pædʒ(ə)nt
pail: pel
pain: peɪn
painful: ˈpeɪnfʊl
pains: peɪnz
painstaking: 'peɪnzteɪkɪŋ
paint: peɪnt
painter: ˈpeɪntə(r)
painting: ˈpeɪntɪŋ
pair: peə(r)
pakistan: 'pækistæn
pal: pæl
palace: ˈpælɪs
palatable: 'pælətəb(ə)l
palate: 'pælət
palatial: pə'leʃl
pale: peɪl
paleoecologist: ˌpeɪlioʊɪˈkɑːlədʒɪst
paleolithic: ,pelɪo'lɪθɪk
paleontologist: ,pelɪɑn'tɑlədʒɪst
palette: 'pælət
palimpsest: 'pælɪmpsɛst
palliate: 'pælɪet
pallid: 'pælɪd
palm: pɑːm
palpable: 'pælpəbl
palpitate: 'pælpɪteɪt
pamper: 'pæmpə
pamphlet: ˈpæmflɪt
pan: pæn
panacea: ˌpænə'siːə
pancake: 'pænkek
pancreas: 'pæŋkrɪəs
pancreatic: ,pæŋkrɪ'ætɪk
panda: ˈpændə
pandemic: pæn'dɛmɪk
pane: pen
panegyric: ˌpænə'dʒɪrɪk
panel: 'pæn(ə)l
pangaea: pæn'dʒi:ə
panhandle: 'pæn,hændl
panic: 'pænɪk
panorama: pænə'rɑːmə
pant: pænt
panther: 'pænθɚ
pantomime: 'pæntəmaɪm
pantomimic: ,pæntə'mimik
pantry: 'pæntri
pants: pæn(t)s
paper: ˈpeɪpə(r)
paperback: 'pepɚbæk
paperwork: 'pepɚ'wɝk
parachute: 'pærəʃuːt
parade: pə'reɪd
paradigm: 'pærə'daɪm
paradise: 'pærədaɪs
paradox: 'pærədɒks
paradoxical: ,pærə'dɑksɪkl
paradoxically: ,pærə'dɔksikəli
paragon: 'pærəɡɑn
paragraph: 'pærəɡræf
parallel: 'pærəlel
parallel lines: pˈɛrəlˌɛl lˈaɪnz
parallelogram: 'pærə'lɛlə'græm
paralyse: 'pærəlaɪz
paralysis: pə'rælɪsɪs
paralyze: 'pærə,laɪz
parameter: pə'ræmɪtɚ
paramount: 'pærəmaʊnt
paranoia: ,pærə'nɒɪə
paraphernalia: ,pærəfə'neɪlɪə
paraphrase: 'pærəfreɪz
parasite: 'pærəsaɪt
parasitic: ,pærə'sɪtɪk
parasitism: 'pærəsaɪt,ɪzm
parcel: 'pɑːsl
parch: pɑrtʃ
pardon: ˈpɑːd(ə)n
pare: pɛr
parent: ˈpeərənt
parentage: 'pɛrəntɪdʒ
parental: pə'rentl
paris: 'pærɪs
parish: 'pærɪʃ
parisian: pə'rizjən
park: pɑːk
parking: ˈpɑːkɪŋ
parkway: 'pɑrk'we
parliament: 'pɑːləm(ə)nt
parlor: 'pɑrlɚ
parochial: pə'rokɪəl
parody: 'pærədɪ
paroxysm: 'pærəksizəm
parrot: ˈpærət
parse: pɑrs
parsimonious: ,pɑrsə'monɪəs
part: pɑːt
part-time: ,pɑrt'taɪm
partial: 'pɑːʃ(ə)l
partially: 'pɑrʃəli
participant: pɑː'tɪsɪpənt
participate: pɑː'tɪsɪpeɪt
participation: pɑːˌtɪsɪ'peɪʃn
participator: pa:'tisipeitə
particle: 'pɑːtɪk(ə)l
particular: pə'tɪkjələ(r)
particularly: pə'tɪkjələli
particulate: pə'tɪkjəl3ɪt
partisan: 'pɑːtɪzæn; ,pɑːtɪ'zæn
partition: pɑː'tɪʃ(ə)n
partly: 'pɑrtli
partner: ˈpɑːrtnər
partnership: 'pɑrtnɚʃɪp
party: ˈpɑːtɪ
pass: pɑːs; (US) pæs
passage: ˈpæsɪdʒ
passageway: 'pæsɪdʒ,we
passenger: ˈpæsɪndʒə(r)
passer-by: 'pæsə'baɪ
passerby: 'pæsɚ'bai
passion: 'pæʃ(ə)n
passionate: 'pæʃənət
passive: 'pæsɪv
passively: 'pæsivli
passport: ˈpɑːspɔːt; (US) ˈpæspɔːt
past: pɑːst; (US) pæst
paste: pest
pastel: pæ'stɛl
pasteurization: ,pæstərə'zeʃən
pastime: 'pɑːstaɪm
pastoral: 'pæstərəl
pastoralism: pˈæstɚəlˌɪzəm
pastoralist: ˈpæstərəlɪst
pastry: 'pestri
pasture: 'pɑːstʃə
pat: pæt
patch: pætʃ
patchy: 'pætʃi
patent: 'pæt(ə)nt; 'peɪt(ə)nt
paternity: pə'tɜːnɪtɪ
path: pɑːθ; (US) pæθ
pathetic: pə'θetɪk
pathogen: 'pæθədʒən
pathological: 'pæθə'lɑdʒɪkl
pathology: pə'θɒlədʒi
pathos: 'peɪθɒs
pathway: 'pɑːθweɪ
patience: 'peʃns
patient: ˈpeɪʃ(ə)nt
patiently: 'peʃəntli
patio: 'pætɪəʊ
patriarch: 'petrɪɑrk
patriarchal: ,petrɪ'ɑrkl
patriarchic: ,peitri'a:kik
patriarchy: 'petrɪɑrki
patricia: pə'triʃə
patriot: 'petrɪət
patriotic: ˌpætri'ɒtɪk;ˌpeɪtri'ɒtɪk
patriotism: 'peɪtrɪətɪz(ə)m
patrol: pə'trəʊl
patron: 'peɪtr(ə)n
patronage: 'pætrənɪdʒ
patronize: ˈpeɪtrəˌnaɪz;ˈpætrənˌaɪz
patter: 'pætɚ
pattern: 'pætn
patty: 'pæti
paucity: 'pɔ:siti
pauper: 'pɔpɚ
pause: pɔːz
pave: peɪv
pavement: 'peɪvm(ə)nt
pavlova: pæv'ləuvə
paw: pɔ
pawnee: pɔn'i
pay: peɪ
payable: 'peɪəbl
paycheck: 'pe,tʃɛk
payment: 'peɪmənt
payroll: 'perol
pea: piː
peace: piːs
peaceful: 'pisfəl
peacefully: pisfəli
peacetime: 'pis'taɪm
peach: pitʃ
peacock: 'pikɑk
peak: pik
peal: pil
peanut: 'pinʌt
pear: peə(r)
pearl: pɜːl
pearly: 'pɝli
peart: piət
peasant: 'pɛznt
peat: pit
pebble: 'pɛbl
peccadillo: ,pekə'diləu
peccant: 'pɛkənt
peck: pɛk
peculiar: pɪ'kjuːlɪə
peculiarity: pɪ'kjʊlɪ'ærəti
peculiarly: pɪ'kjʊljɚli
pecuniary: pɪ'kjunɪɛri
pedagogic: ,pɛdə'ɡɑdʒɪk
pedagogical: pedə'gɔdʒikəl
pedagogue: 'pɛdəɡɑɡ
pedagogy: 'pɛdə'godʒi
pedal: 'ped(ə)l
pedant: 'pɛdnt
pedantic: pɪ'dæntɪk
peddle: 'pɛdl
peddler: 'pɛdlɚ
pedestal: 'pɛdɪstl
pedestrian: pɪˈdestrɪən
pediatrics: ,pidi'ætrɪks
pedigree: 'pedɪgriː
pedlar: 'pedlə
peel: piːl
peep: pip
peepshow: 'pi:pʃəu
peer: pɪə
peerless: 'pɪrləs
peevish: 'pivɪʃ
peg: pɛɡ
pejorative: pɪ'dʒɔrətɪv
pella: pˈɛlə
pellet: 'pɛlɪt
pellucid: pe'lju:sid
pelt: pɛlt
pen: pen
penal: 'pinl
penalize: 'piːnəlaɪz
penalty: 'pen(ə)ltɪ
penchant: 'pentʃənt
pencil: ˈpens(ə)l
pendant: 'pɛndənt
pendulum: 'pendjʊləm
penetrate: 'penɪtreɪt
penetration: ˌpenɪ'treɪʃn
penguin: 'pɛŋɡwɪn
penicillin: ,pɛnɪ'sɪlɪn
peninsula: pə'nɪnsələ
peninsular: pəˈnɪnsəlɚ
penitent: 'pɛnətənt
penmanship: 'pɛnmən'ʃɪp
pennsylvania: ,pɛnsəl'veɪnjə
penny: ˈpenɪ
pennycress: ˈpɛniˌkrɛs
pension: 'penʃ(ə)n
pensive: 'pɛnsɪv
pentagon: 'pɛntəɡɑn
penumbra: pɪ'nʌmbrə
penurious: pi'njuəriəs
penury: 'pɛnjəri
people: ˈpiːp(ə)l
pepper: ˈpepə(r)
pepsin: 'pɛpsɪn
per: pɚ
perambulate: pə'ræmbjuleit
perceivable: pə'si:vəbl
perceive: pə'siːv
percent: pɚ'sɛnt
percentage: pə'sentɪdʒ
perceptible: pə'septɪb(ə)l
perception: pə'sepʃ(ə)n
perceptive: pɚ'sɛptɪv
perceptual: pɚ'sɛptʃuəl
